LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-09-03 15:07:25,1900-01-00 00:00:00,FIXINEMA OFFICE BIZNET 2.4G,88:E0:56:E1:3A:E4,-81, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:25,1900-01-00 00:00:00,FIXINEMA OFFICE BIZNET 2.4G,88:E0:56:E1:3A:E4,-82, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-9, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,K-on,04:95:E6:1F:65:80,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,SILFI,EC:6C:B5:72:E7:90,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-8, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Kost Tingkat,E4:CA:12:EC:09:7E,-85, OPN,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Kost Tingkat,E4:CA:12:EC:09:7E,-84, OPN,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Kost Tingkat,E4:CA:12:EC:09:7E,-83, OPN,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Kost Tingkat,E4:CA:12:EC:09:7E,-83, OPN,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,,12:82:3D:54:5D:D5,-88, ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Spedometer,50:91:E3:8B:34:CE,-69, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-75, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,Pelangi,32:42:40:1E:DC:BE,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:26,1900-01-00 00:00:00,FIXINEMA OFFICE BIZNET 2.4G,88:E0:56:E1:3A:E4,-82, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,,F6:03:D8:AB:5E:6F,-82,,0.000000,0.000000,0.000,0.000,Client
2024-09-03 15:07:27,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,FIXINEMA OFFICE BIZNET 2.4G,88:E0:56:E1:3A:E4,-84, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,SILFI,EC:6C:B5:72:E7:90,-80, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,SILFI,EC:6C:B5:72:E7:90,-76, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-4, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,SILFI,EC:6C:B5:72:E7:90,-77, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,Spedometer,50:91:E3:8B:34:CE,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,Spedometer,50:91:E3:8B:34:CE,-63, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-73, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:27,1900-01-00 00:00:00,Spedometer,50:91:E3:8B:34:CE,-62, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,;),44:59:43:01:B9:96,-82, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,,84:E3:42:02:76:BE,-63,,0.000000,0.000000,0.000,0.000,Client
2024-09-03 15:07:28,1900-01-00 00:00:00,,84:E3:42:02:76:BE,-53,,0.000000,0.000000,0.000,0.000,Client
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-84, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,,F6:C3:E3:C9:86:C0,-86,,0.000000,0.000000,0.000,0.000,Client
2024-09-03 15:07:28,1900-01-00 00:00:00,,F6:03:D8:AB:5E:6F,-82,,0.000000,0.000000,0.000,0.000,Client
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,Mulyadi Wader,14:4D:67:2E:2E:78,-43, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,;),44:59:43:01:B9:96,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-78, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,,F6:03:D8:AB:5E:6F,-78,,0.000000,0.000000,0.000,0.000,Client
2024-09-03 15:07:28,1900-01-00 00:00:00,,F6:03:D8:AB:5E:6F,-82,,0.000000,0.000000,0.000,0.000,Client
2024-09-03 15:07:28,1900-01-00 00:00:00,WBP.AYLE,F8:64:B8:0D:08:48,-79, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-09-03 15:07:28,1900-01-00 00:00:00,Voucher wifi,3C:F6:52:B8:C9:66,-79, OPN,0
